# File: CCS_provincial_data.csv
# Title: CO2 and Cost(2005USD) by province
# Units: CO2-Mt,Cost-2005USD per t CO2
# Description: Provincial CO2 and Cost(2005USD)
# Source: PNNL's research based on Dahowski et al. (2010, 2017)
# Column types: ccnn
# ----------
province.name,ID,CO2_Mt,Cost_2005USDtCO2
Anhui,Anhui_DSF_081,11.7,24.3
Anhui,Anhui_DSF_082,9.3,26.63
Beijing,Beijing_EOR_001,66,-24.62
Beijing,Beijing_EOR_002,10.1,-19.96
Beijing,Beijing_EOR_003,1.9,-7.93
Beijing,Beijing_EOR_004,1.9,-6.71
Beijing,Beijing_DSF_001,566.3,1.15
Beijing,Beijing_DSF_002,536.1,1.16
Beijing,Beijing_DSF_003,536.1,1.16
Beijing,Beijing_DSF_004,402.1,1.36
Beijing,Beijing_DSF_005,264.2,1.4
Beijing,Beijing_DSF_006,268.1,1.54
Beijing,Beijing_DSF_007,187.2,1.69
Beijing,Beijing_DSF_008,187.2,1.69
Beijing,Beijing_DSF_009,202.8,1.78
Beijing,Beijing_DSF_010,149.7,1.84
Beijing,Beijing_DSF_011,148.6,1.85
Beijing,Beijing_DSF_012,135.8,1.97
Beijing,Beijing_DSF_013,96.9,2.51
Beijing,Beijing_DSF_014,92.6,2.6
Beijing,Beijing_DSF_015,78,2.68
Beijing,Beijing_DSF_016,67,2.99
Beijing,Beijing_DSF_017,62.4,3.15
Beijing,Beijing_DSF_018,55.2,3.46
Beijing,Beijing_DSF_019,40.5,3.69
Beijing,Beijing_DSF_020,49.2,3.77
Beijing,Beijing_DSF_021,46.8,3.92
Beijing,Beijing_DSF_022,35.1,4.9
Beijing,Beijing_DSF_023,32.9,5.15
Beijing,Beijing_DSF_024,31.3,5.36
Beijing,Beijing_DSF_025,19.5,7.85
Beijing,Beijing_DSF_026,16.4,9.07
Beijing,Beijing_DSF_027,7.6,14.45
Beijing,Beijing_DSF_028,7.4,14.68
Chongqing,Chongqing_EOR_001,18.9,-31.08
Chongqing,Chongqing_ECBM_001,19.1,-36.66
Chongqing,Chongqing_DSF_001,1769.2,4.6
Chongqing,Chongqing_DSF_002,358.8,5.1
Chongqing,Chongqing_DSF_003,402.1,5.12
Chongqing,Chongqing_DSF_004,402.1,5.12
Chongqing,Chongqing_DSF_005,402.1,5.12
Chongqing,Chongqing_DSF_006,402.1,5.12
Chongqing,Chongqing_DSF_007,288,5.16
Chongqing,Chongqing_DSF_008,273,5.3
Chongqing,Chongqing_DSF_009,185.2,5.55
Chongqing,Chongqing_DSF_010,123,5.96
Chongqing,Chongqing_DSF_011,140.4,5.99
Chongqing,Chongqing_DSF_012,134,6.02
Chongqing,Chongqing_DSF_013,132.6,6.08
Chongqing,Chongqing_DSF_014,132.6,6.08
Chongqing,Chongqing_DSF_015,76.3,6.25
Chongqing,Chongqing_DSF_016,75.5,6.31
Chongqing,Chongqing_DSF_017,93.6,6.35
Chongqing,Chongqing_DSF_018,93.6,6.35
Chongqing,Chongqing_DSF_019,101.4,6.47
Chongqing,Chongqing_DSF_020,85.8,6.51
Chongqing,Chongqing_DSF_021,73.3,6.56
Chongqing,Chongqing_DSF_022,41.1,7.81
Chongqing,Chongqing_DSF_023,33.5,8.44
Chongqing,Chongqing_DSF_024,27.5,8.94
Chongqing,Chongqing_DSF_025,31.2,8.95
Chongqing,Chongqing_DSF_026,30.2,9.19
Chongqing,Chongqing_DSF_027,19.5,10.45
Chongqing,Chongqing_DSF_028,18.9,10.73
Chongqing,Chongqing_DSF_029,15.6,12.57
Fujian,Fujian_ECBM_001,3.9,95.43
Gansu,Gansu_EOR_001,18.9,-63.45
Gansu,Gansu_EOR_002,3.9,-47.39
Gansu,Gansu_EOR_003,9.4,-40.4
Gansu,Gansu_ECBM_001,29.5,-11.76
Gansu,Gansu_ECBM_002,3.1,14.22
Gansu,Gansu_ECBM_003,9.9,28.78
Gansu,Gansu_ECBM_004,3.7,43.27
Gansu,Gansu_ECBM_005,17.6,46.08
Gansu,Gansu_ECBM_006,5.5,51.07
Gansu,Gansu_ECBM_007,9.4,69.91
Gansu,Gansu_DSF_001,56.6,2.21
Gansu,Gansu_DSF_002,804.2,2.3
Gansu,Gansu_DSF_003,36.6,2.57
Gansu,Gansu_DSF_004,804.2,4.17
Gansu,Gansu_DSF_005,536.1,4.76
Gansu,Gansu_DSF_006,226.2,5.55
Gansu,Gansu_DSF_007,146.6,6.38
Gansu,Gansu_DSF_008,23.4,8.43
Gansu,Gansu_DSF_009,6.3,10.58
Gansu,Gansu_DSF_010,4.8,13.15
Gansu,Gansu_DSF_011,35.1,19.01
Gansu,Gansu_DSF_012,15.6,20.77
Gansu,Gansu_DSF_013,19.5,22.99
Gansu,Gansu_DSF_014,5.6,44.26
Guangdong,Guangdong_ECBM_001,2.7,105.78
Guangxi,Guangzi_ECBM_001,3.9,56.74
Guangxi,Guangzi_ECBM_002,2,136.11
Guizhou,Guizhou_ECBM_001,23.7,-36.77
Guizhou,Guizhou_ECBM_002,7.6,-34.69
Guizhou,Guizhou_ECBM_003,4.7,-30.32
Guizhou,Guizhou_DSF_001,536.1,4.54
Guizhou,Guizhou_DSF_002,335.1,5.14
Guizhou,Guizhou_DSF_003,361.9,5.14
Guizhou,Guizhou_DSF_004,402.1,5.15
Guizhou,Guizhou_DSF_005,804.2,5.54
Guizhou,Guizhou_DSF_006,804.2,5.71
Guizhou,Guizhou_DSF_007,335.1,5.78
Guizhou,Guizhou_DSF_008,94.9,5.92
Guizhou,Guizhou_DSF_009,804.2,6.04
Guizhou,Guizhou_DSF_010,502.6,6.07
Guizhou,Guizhou_DSF_011,402.1,6.6
Guizhou,Guizhou_DSF_012,402.1,6.7
Guizhou,Guizhou_DSF_013,402.1,7.12
Guizhou,Guizhou_DSF_014,441,7.31
Guizhou,Guizhou_DSF_015,402.1,7.83
Guizhou,Guizhou_DSF_016,402.1,7.83
Guizhou,Guizhou_DSF_017,201,8.41
Guizhou,Guizhou_DSF_018,205.7,8.47
Guizhou,Guizhou_DSF_019,134,8.79
Guizhou,Guizhou_DSF_020,24.6,9.79
Guizhou,Guizhou_DSF_021,83.8,11.22
Guizhou,Guizhou_DSF_022,67,12.54
Guizhou,Guizhou_DSF_023,15.6,12.57
Guizhou,Guizhou_DSF_024,31.2,14.25
Guizhou,Guizhou_DSF_025,63.4,14.35
Guizhou,Guizhou_DSF_026,49.2,14.51
Guizhou,Guizhou_DSF_027,48.4,14.69
Guizhou,Guizhou_DSF_028,30.2,14.79
Guizhou,Guizhou_DSF_029,46.8,16.27
Guizhou,Guizhou_DSF_030,23.4,16.46
Guizhou,Guizhou_DSF_031,18.9,23.42
Guizhou,Guizhou_DSF_032,23.4,24.53
Guizhou,Guizhou_DSF_033,23.4,28.45
Hebei,Hebei_EOR_001,8.3,-46.59
Hebei,Hebei_EOR_002,123.4,-24.57
Hebei,Hebei_EOR_003,160.8,-24.47
Hebei,Hebei_EOR_004,41.1,-24.27
Hebei,Hebei_EOR_005,82.3,-23.94
Hebei,Hebei_EOR_006,1.9,-23.82
Hebei,Hebei_EOR_007,101.4,-23.38
Hebei,Hebei_EOR_008,51.4,-23.34
Hebei,Hebei_EOR_009,28.8,-23.15
Hebei,Hebei_EOR_010,24.7,-21.61
Hebei,Hebei_EOR_011,7.3,-19.31
Hebei,Hebei_EOR_012,7.3,-19.31
Hebei,Hebei_EOR_013,4.1,-18.5
Hebei,Hebei_EOR_014,8.1,-18.28
Hebei,Hebei_EOR_015,3.1,-12.94
Hebei,Hebei_EOR_016,3.9,-10.48
Hebei,Hebei_ECBM_001,102.9,-55.17
Hebei,Hebei_ECBM_002,5,-47.81
Hebei,Hebei_ECBM_003,6.2,-46.4
Hebei,Hebei_ECBM_004,5,-45.41
Hebei,Hebei_ECBM_005,19.1,-45.25
Hebei,Hebei_ECBM_006,1.9,-36.2
Hebei,Hebei_ECBM_007,28.8,-23.95
Hebei,Hebei_ECBM_008,46.8,1.39
Hebei,Hebei_ECBM_009,3.5,11.94
Hebei,Hebei_ECBM_010,3.9,14.49
Hebei,Hebei_DSF_001,1038.7,1.03
Hebei,Hebei_DSF_002,884.6,1.06
Hebei,Hebei_DSF_003,884.6,1.1
Hebei,Hebei_DSF_004,804.2,1.1
Hebei,Hebei_DSF_005,804.2,1.1
Hebei,Hebei_DSF_006,643.3,1.1
Hebei,Hebei_DSF_007,670.1,1.11
Hebei,Hebei_DSF_008,493.8,1.14
Hebei,Hebei_DSF_009,411.5,1.19
Hebei,Hebei_DSF_010,405.6,1.2
Hebei,Hebei_DSF_011,871.2,1.22
Hebei,Hebei_DSF_012,469.1,1.22
Hebei,Hebei_DSF_013,435.6,1.29
Hebei,Hebei_DSF_014,670.1,1.31
Hebei,Hebei_DSF_015,329.2,1.34
Hebei,Hebei_DSF_016,402.1,1.36
Hebei,Hebei_DSF_017,402.1,1.36
Hebei,Hebei_DSF_018,402.1,1.36
Hebei,Hebei_DSF_019,318.3,1.37
Hebei,Hebei_DSF_020,402.1,1.42
Hebei,Hebei_DSF_021,536.1,1.44
Hebei,Hebei_DSF_022,275,1.51
Hebei,Hebei_DSF_023,402.1,1.52
Hebei,Hebei_DSF_024,804.2,1.53
Hebei,Hebei_DSF_025,205.7,1.59
Hebei,Hebei_DSF_026,187.2,1.61
Hebei,Hebei_DSF_027,1608.3,1.7
Hebei,Hebei_DSF_028,164.6,1.76
Hebei,Hebei_DSF_029,1608.3,1.78
Hebei,Hebei_DSF_030,201,1.79
Hebei,Hebei_DSF_031,156,1.79
Hebei,Hebei_DSF_032,167.5,1.83
Hebei,Hebei_DSF_033,137.5,1.96
Hebei,Hebei_DSF_034,134,1.99
Hebei,Hebei_DSF_035,115.2,2.04
Hebei,Hebei_DSF_036,141.9,2.06
Hebei,Hebei_DSF_037,124.8,2.09
Hebei,Hebei_DSF_038,124.8,2.09
Hebei,Hebei_DSF_039,98.8,2.11
Hebei,Hebei_DSF_040,268.1,2.16
Hebei,Hebei_DSF_041,107.1,2.34
Hebei,Hebei_DSF_042,102.9,2.41
Hebei,Hebei_DSF_043,115.2,2.52
Hebei,Hebei_DSF_044,76.3,2.54
Hebei,Hebei_DSF_045,93.6,2.58
Hebei,Hebei_DSF_046,102.9,2.59
Hebei,Hebei_DSF_047,78,2.68
Hebei,Hebei_DSF_048,77.7,2.68
Hebei,Hebei_DSF_049,123.4,2.8
Hebei,Hebei_DSF_050,69.6,2.91
Hebei,Hebei_DSF_051,69,2.93
Hebei,Hebei_DSF_052,69,2.93
Hebei,Hebei_DSF_053,107.6,2.94
Hebei,Hebei_DSF_054,67,2.99
Hebei,Hebei_DSF_055,102.9,3.17
Hebei,Hebei_DSF_056,102.9,3.17
Hebei,Hebei_DSF_057,58.7,3.3
Hebei,Hebei_DSF_058,78,3.41
Hebei,Hebei_DSF_059,67,3.45
Hebei,Hebei_DSF_060,134,3.69
Hebei,Hebei_DSF_061,268.1,3.99
Hebei,Hebei_DSF_062,65.7,4.04
Hebei,Hebei_DSF_063,67,4.05
Hebei,Hebei_DSF_064,39,4.51
Hebei,Hebei_DSF_065,39,4.51
Hebei,Hebei_DSF_066,37.3,4.67
Hebei,Hebei_DSF_067,29.3,4.74
Hebei,Hebei_DSF_068,29.3,4.74
Hebei,Hebei_DSF_069,167.5,4.77
Hebei,Hebei_DSF_070,35.3,4.88
Hebei,Hebei_DSF_071,133.7,5.08
Hebei,Hebei_DSF_072,67,5.1
Hebei,Hebei_DSF_073,32,5.27
Hebei,Hebei_DSF_074,31.2,5.37
Hebei,Hebei_DSF_075,24.7,5.42
Hebei,Hebei_DSF_076,31.2,5.75
Hebei,Hebei_DSF_077,20.1,6.38
Hebei,Hebei_DSF_078,20.1,6.38
Hebei,Hebei_DSF_079,32.2,6.68
Hebei,Hebei_DSF_080,23.4,6.77
Hebei,Hebei_DSF_081,23.4,6.77
Hebei,Hebei_DSF_082,46.8,7.04
Hebei,Hebei_DSF_083,36.1,7.23
Hebei,Hebei_DSF_084,16.5,7.51
Hebei,Hebei_DSF_085,85.8,7.68
Hebei,Hebei_DSF_086,15.6,7.85
Hebei,Hebei_DSF_087,73.3,8.2
Hebei,Hebei_DSF_088,16.1,9.21
Hebei,Hebei_DSF_089,16.1,9.21
Hebei,Hebei_DSF_090,12.5,9.45
Hebei,Hebei_DSF_091,15.6,9.45
Hebei,Hebei_DSF_092,15.6,9.45
Hebei,Hebei_DSF_093,31.2,9.49
Hebei,Hebei_DSF_094,33.3,10.35
Hebei,Hebei_DSF_095,13.8,10.47
Hebei,Hebei_DSF_096,14.2,12.23
Hebei,Hebei_DSF_097,9.4,14.55
Hebei,Hebei_DSF_098,7.4,14.68
Hebei,Hebei_DSF_099,9.1,14.89
Hebei,Hebei_DSF_100,9.9,15.44
Hebei,Hebei_DSF_101,5.8,15.99
Hebei,Hebei_DSF_102,16.8,21.65
Hebei,Hebei_DSF_103,7.5,32.88
Heilongjiang,Heilongjiang_EOR_001,219.8,-57.41
Heilongjiang,Heilongjiang_EOR_002,160.8,-57.33
Heilongjiang,Heilongjiang_EOR_003,107.2,-57.29
Heilongjiang,Heilongjiang_EOR_004,67,-56.91
Heilongjiang,Heilongjiang_EOR_005,53.6,-56.42
Heilongjiang,Heilongjiang_EOR_006,27.2,-55.99
Heilongjiang,Heilongjiang_EOR_007,20.8,-55.66
Heilongjiang,Heilongjiang_EOR_008,18.9,-55.51
Heilongjiang,Heilongjiang_EOR_009,19.1,-55.36
Heilongjiang,Heilongjiang_EOR_010,19.8,-55.35
Heilongjiang,Heilongjiang_EOR_011,9.5,-52.11
Heilongjiang,Heilongjiang_EOR_012,3.7,-51.18
Heilongjiang,Heilongjiang_EOR_013,8.2,-50.16
Heilongjiang,Heilongjiang_EOR_014,2.5,-48.49
Heilongjiang,Heilongjiang_DSF_001,107.2,1.45
Heilongjiang,Heilongjiang_DSF_002,879.2,1.52
Heilongjiang,Heilongjiang_DSF_003,643.3,1.65
Heilongjiang,Heilongjiang_DSF_004,321.7,1.74
Heilongjiang,Heilongjiang_DSF_005,53.6,1.88
Heilongjiang,Heilongjiang_DSF_006,268.1,1.99
Heilongjiang,Heilongjiang_DSF_007,160.8,2.05
Heilongjiang,Heilongjiang_DSF_008,31.5,2.12
Heilongjiang,Heilongjiang_DSF_009,28.1,2.3
Heilongjiang,Heilongjiang_DSF_010,549.5,2.31
Heilongjiang,Heilongjiang_DSF_011,27.2,2.35
Heilongjiang,Heilongjiang_DSF_012,20.8,2.39
Heilongjiang,Heilongjiang_DSF_013,126.1,2.42
Heilongjiang,Heilongjiang_DSF_014,19.8,2.47
Heilongjiang,Heilongjiang_DSF_015,23.7,2.49
Heilongjiang,Heilongjiang_DSF_016,23.7,2.49
Heilongjiang,Heilongjiang_DSF_017,150.8,2.5
Heilongjiang,Heilongjiang_DSF_018,19.1,2.53
Heilongjiang,Heilongjiang_DSF_019,18.9,2.55
Heilongjiang,Heilongjiang_DSF_020,112.3,2.64
Heilongjiang,Heilongjiang_DSF_021,81.5,2.7
Heilongjiang,Heilongjiang_DSF_022,62.3,2.75
Heilongjiang,Heilongjiang_DSF_023,402.1,2.79
Heilongjiang,Heilongjiang_DSF_024,94.6,2.81
Heilongjiang,Heilongjiang_DSF_025,94.6,2.81
Heilongjiang,Heilongjiang_DSF_026,59.3,2.85
Heilongjiang,Heilongjiang_DSF_027,57.2,2.93
Heilongjiang,Heilongjiang_DSF_028,56.6,2.95
Heilongjiang,Heilongjiang_DSF_029,13.8,3
Heilongjiang,Heilongjiang_DSF_030,268.1,3.14
Heilongjiang,Heilongjiang_DSF_031,11.8,3.34
Heilongjiang,Heilongjiang_DSF_032,55.2,3.41
Heilongjiang,Heilongjiang_DSF_033,469.1,3.61
Heilongjiang,Heilongjiang_DSF_034,690.2,3.68
Heilongjiang,Heilongjiang_DSF_035,20.1,3.76
Heilongjiang,Heilongjiang_DSF_036,9.9,3.82
Heilongjiang,Heilongjiang_DSF_037,47.3,3.82
Heilongjiang,Heilongjiang_DSF_038,9.5,3.91
Heilongjiang,Heilongjiang_DSF_039,20.1,4.06
Heilongjiang,Heilongjiang_DSF_040,134,4.18
Heilongjiang,Heilongjiang_DSF_041,7.8,4.2
Heilongjiang,Heilongjiang_DSF_042,30.2,4.33
Heilongjiang,Heilongjiang_DSF_043,30.2,4.33
Heilongjiang,Heilongjiang_DSF_044,39.4,4.39
Heilongjiang,Heilongjiang_DSF_045,113.2,4.47
Heilongjiang,Heilongjiang_DSF_046,28.6,4.51
Heilongjiang,Heilongjiang_DSF_047,31.2,4.69
Heilongjiang,Heilongjiang_DSF_048,10.9,5.49
Heilongjiang,Heilongjiang_DSF_049,8.2,5.8
Heilongjiang,Heilongjiang_DSF_050,24.7,6.01
Heilongjiang,Heilongjiang_DSF_051,16.4,6.18
Heilongjiang,Heilongjiang_DSF_052,167.5,6.19
Heilongjiang,Heilongjiang_DSF_053,55,6.45
Heilongjiang,Heilongjiang_DSF_054,156,7.22
Heilongjiang,Heilongjiang_DSF_055,3.7,7.42
Heilongjiang,Heilongjiang_DSF_056,3.9,7.49
Heilongjiang,Heilongjiang_DSF_057,42,7.91
Heilongjiang,Heilongjiang_DSF_058,15.8,8.03
Heilongjiang,Heilongjiang_DSF_059,4.7,8.18
Heilongjiang,Heilongjiang_DSF_060,18.7,8.32
Heilongjiang,Heilongjiang_DSF_061,11.1,8.44
Heilongjiang,Heilongjiang_DSF_062,2.8,9.4
Heilongjiang,Heilongjiang_DSF_063,2.7,9.71
Heilongjiang,Heilongjiang_DSF_064,2.5,10.28
Heilongjiang,Heilongjiang_DSF_065,11,10.77
Heilongjiang,Heilongjiang_DSF_066,10.6,11.13
Heilongjiang,Heilongjiang_DSF_067,7.4,11.82
Heilongjiang,Heilongjiang_DSF_068,2.7,12.51
Heilongjiang,Heilongjiang_DSF_069,10.6,12.99
Heilongjiang,Heilongjiang_DSF_070,23.4,13.84
Heilongjiang,Heilongjiang_DSF_071,15.6,14.95
Heilongjiang,Heilongjiang_DSF_072,15.6,14.95
Henan,Henan_EOR_001,10.3,-66.28
Henan,Henan_EOR_002,2.5,-62.61
Henan,Henan_EOR_003,5,-61.75
Henan,Henan_EOR_004,5,-51.42
Henan,Henan_EOR_005,7.4,-21.01
Henan,Henan_EOR_006,3.3,-12.24
Henan,Henan_ECBM_001,94.6,-55.41
Henan,Henan_ECBM_002,15.1,-51.81
Henan,Henan_ECBM_003,17.3,-50.07
Henan,Henan_ECBM_004,18.9,-50.05
Henan,Henan_ECBM_005,18.9,-50.05
Henan,Henan_ECBM_006,5.3,-47.08
Henan,Henan_ECBM_007,6.3,-44.01
Henan,Henan_ECBM_008,4.6,-41.84
Henan,Henan_ECBM_009,5.5,-40.02
Henan,Henan_ECBM_010,5,-39.87
Henan,Henan_ECBM_011,20.6,-22.94
Henan,Henan_DSF_001,569.6,1.15
Henan,Henan_DSF_002,804.2,1.18
Henan,Henan_DSF_003,378.6,1.22
Henan,Henan_DSF_004,810.9,1.38
Henan,Henan_DSF_005,804.2,1.39
Henan,Henan_DSF_006,739.8,1.39
Henan,Henan_DSF_007,739.8,1.4
Henan,Henan_DSF_008,670.1,1.44
Henan,Henan_DSF_009,670.1,1.44
Henan,Henan_DSF_010,670.1,1.44
Henan,Henan_DSF_011,402.1,1.45
Henan,Henan_DSF_012,402.1,1.45
Henan,Henan_DSF_013,1208.9,1.57
Henan,Henan_DSF_014,469.1,1.58
Henan,Henan_DSF_015,485.9,1.59
Henan,Henan_DSF_016,432.2,1.64
Henan,Henan_DSF_017,402.1,1.64
Henan,Henan_DSF_018,402.1,1.64
Henan,Henan_DSF_019,402.1,1.64
Henan,Henan_DSF_020,268.1,1.65
Henan,Henan_DSF_021,318.3,1.68
Henan,Henan_DSF_022,268.1,1.69
Henan,Henan_DSF_023,335.1,1.76
Henan,Henan_DSF_024,469.1,1.84
Henan,Henan_DSF_025,402.1,1.92
Henan,Henan_DSF_026,202.8,1.98
Henan,Henan_DSF_027,190.3,2.03
Henan,Henan_DSF_028,180.9,2.08
Henan,Henan_DSF_029,180.9,2.08
Henan,Henan_DSF_030,156,2.13
Henan,Henan_DSF_031,402.1,2.14
Henan,Henan_DSF_032,154.3,2.14
Henan,Henan_DSF_033,167.5,2.15
Henan,Henan_DSF_034,167.5,2.15
Henan,Henan_DSF_035,167.5,2.15
Henan,Henan_DSF_036,402.1,2.27
Henan,Henan_DSF_037,140.4,2.3
Henan,Henan_DSF_038,134,2.38
Henan,Henan_DSF_039,82.3,2.41
Henan,Henan_DSF_040,75.5,2.56
Henan,Henan_DSF_041,75.5,2.56
Henan,Henan_DSF_042,78,2.68
Henan,Henan_DSF_043,102.9,2.69
Henan,Henan_DSF_044,69.2,2.73
Henan,Henan_DSF_045,60.4,2.74
Henan,Henan_DSF_046,102.7,2.75
Henan,Henan_DSF_047,98.6,2.84
Henan,Henan_DSF_048,78,3.03
Henan,Henan_DSF_049,78,3.03
Henan,Henan_DSF_050,78,3.03
Henan,Henan_DSF_051,78,3.1
Henan,Henan_DSF_052,73.7,3.17
Henan,Henan_DSF_053,83.8,3.23
Henan,Henan_DSF_054,70.2,3.29
Henan,Henan_DSF_055,68,3.37
Henan,Henan_DSF_056,67,3.41
Henan,Henan_DSF_057,67,3.41
Henan,Henan_DSF_058,67,3.43
Henan,Henan_DSF_059,167.5,3.47
Henan,Henan_DSF_060,67,3.73
Henan,Henan_DSF_061,58.5,3.79
Henan,Henan_DSF_062,156,3.83
Henan,Henan_DSF_063,57.1,3.86
Henan,Henan_DSF_064,54.6,4
Henan,Henan_DSF_065,54.6,4
Henan,Henan_DSF_066,53.8,4.01
Henan,Henan_DSF_067,41.4,4.17
Henan,Henan_DSF_068,51.4,4.19
Henan,Henan_DSF_069,51.4,4.45
Henan,Henan_DSF_070,46.8,4.52
Henan,Henan_DSF_071,46.8,4.52
Henan,Henan_DSF_072,46.3,4.56
Henan,Henan_DSF_073,39,4.62
Henan,Henan_DSF_074,29.6,4.69
Henan,Henan_DSF_075,46.8,4.86
Henan,Henan_DSF_076,39,5.01
Henan,Henan_DSF_077,41.2,5.1
Henan,Henan_DSF_078,33.5,5.21
Henan,Henan_DSF_079,33.5,5.21
Henan,Henan_DSF_080,33.4,5.22
Henan,Henan_DSF_081,31.2,5.37
Henan,Henan_DSF_082,31.2,5.37
Henan,Henan_DSF_083,31.2,5.37
Henan,Henan_DSF_084,67,5.57
Henan,Henan_DSF_085,25.2,5.58
Henan,Henan_DSF_086,27.5,5.95
Henan,Henan_DSF_087,21.8,6.13
Henan,Henan_DSF_088,21,6.16
Henan,Henan_DSF_089,25.6,6.29
Henan,Henan_DSF_090,20.1,6.55
Henan,Henan_DSF_091,20.1,6.55
Henan,Henan_DSF_092,20.1,6.55
Henan,Henan_DSF_093,23.4,6.77
Henan,Henan_DSF_094,23.4,6.77
Henan,Henan_DSF_095,23.4,6.77
Henan,Henan_DSF_096,23.4,6.77
Henan,Henan_DSF_097,23.4,6.95
Henan,Henan_DSF_098,23.4,6.95
Henan,Henan_DSF_099,18.4,7.35
Henan,Henan_DSF_100,19.5,7.85
Henan,Henan_DSF_101,32.2,8.75
Henan,Henan_DSF_102,13.2,9.03
Henan,Henan_DSF_103,15.6,10.39
Henan,Henan_DSF_104,13.8,10.47
Henan,Henan_DSF_105,16.1,11.41
